transaction_id,timestamp,user_id,amount,merchant_category,is_fraud
ae5c5213-88da-4ff5-9ff9-c15a2bc41023,2024-09-12 08:02:00,user_0128,16.95,electronics,0
20259897-1f56-4d37-abdb-9ed052c41a47,2024-11-18 17:39:00,user_0686,220.1,entertainment,0
b36caa13-ccc1-4b20-8fdb-7c86763803b1,2024-05-06 14:26:00,user_0490,88.97,electronics,0
a4baf189-791a-4c30-a5a6-f883592e5bf7,2024-10-25 16:53:00,user_0176,151.06,pharmacy,0
794046bb-3e0f-4454-8aa7-0f1d23a0fcf0,2024-11-01 10:24:00,user_0408,132.59,gas_station,0
4eacd1b5-c0fe-40dd-84dc-9ee98d59aa08,2024-06-21 11:19:00,user_0321,0.42,entertainment,0
a63b1c8e-7bdf-4e44-a0d4-a10007a6f7f7,2024-05-22 19:27:00,user_0354,127.09,electronics,0
ce855b0d-41f4-4899-9cad-d38809fb49bb,2024-06-01 10:57:00,user_0575,89.19,online_retail,0
72d9f569-3eb8-4fbe-97bc-5f5986aa1fbb,2024-10-31 13:51:00,user_0682,71.49,online_retail,0
bd4590a7-db49-4604-941a-30b7fd33ec25,2024-09-20 12:52:00,user_0572,61.62,travel,0
1f56e06a-bd1f-4bf4-9e02-3234a089c985,2024-12-30 13:31:00,user_0884,48.89,online_retail,0
d753e515-4170-454e-b123-1f0048f0c4c4,2024-05-23 11:12:00,user_0370,81.16,travel,0
09db5152-4c4d-4756-944c-11327d01a5a0,2024-11-14 15:18:00,user_0604,3.35,electronics,0
5535affb-3488-4921-8ee7-ba1790e9c219,2024-11-13 12:22:00,user_0127,2.05,grocery,0
57b65e01-e2ba-4e52-b0d1-1e627a42f13f,2024-01-01 17:46:00,user_0802,4.8,entertainment,0
6d713462-3860-4ea2-b826-85f2014e4d75,2024-08-24 15:52:00,user_0897,100.31,entertainment,0
a8296966-67b3-4b2e-bbdb-c080cefddf49,2024-10-04 12:28:00,user_0247,85.63,restaurant,0
ed50d5bd-6758-41a2-95d6-53891c2ecda3,2024-03-26 12:56:00,user_0285,35.2,online_retail,0
38c6b0a8-02d4-4757-9841-0c6624a75631,2024-08-25 21:51:00,user_0453,7.91,travel,0
d5f2dcd7-4ba0-4765-ba80-5cf0120faf85,2024-02-08 01:35:00,user_0289,3935.14,online_retail,1
6af8436a-6d9d-4c99-a28a-c8e7bf6f59af,2024-09-02 17:04:00,user_0100,40.67,electronics,0
3a1adc2f-74f1-4419-92e0-84f1e5905c78,2024-04-05 10:00:00,user_0325,1.23,gas_station,0
9c46958c-851c-4d4c-a0cb-3399bfbf0f12,2024-09-14 14:48:00,user_0988,5.85,entertainment,0
ba1f1428-77e7-4417-802f-4be4a684a2c8,2024-06-26 19:34:00,user_0380,129.14,grocery,0
62e3f1c1-b519-49a3-8db1-2ac96ae1a8a5,2024-09-24 12:02:00,user_0577,63.11,grocery,0
512160e1-66b0-4033-9da7-bab418e798d1,2024-01-12 20:30:00,user_0302,18.52,electronics,0
c0051f76-443f-40a3-adc6-a10277d75803,2024-12-02 14:25:00,user_0776,77.04,gas_station,0
c53aa030-5cf7-46e4-9dfe-d5bf96f0b5d2,2024-04-24 09:40:00,user_0903,1.88,travel,0
1c614acc-8aec-41b5-b49d-fdce0d42af93,2024-08-04 18:20:00,user_0761,34.26,travel,0
08d9bd26-c0c0-455c-af4d-86396e57aafc,2024-06-25 10:34:00,user_0548,111.1,electronics,0
8adad069-47e6-4478-b935-9f562fb4a302,2024-07-08 14:31:00,user_0037,69.5,travel,0
92d23045-d824-4b81-a72f-e7d67eae8391,2024-12-20 16:40:00,user_0798,111.18,grocery,0
fa5d7360-c658-4df0-a7dd-7a62a421611f,2024-12-07 16:12:00,user_0699,54.9,restaurant,0
442b0787-99ef-4170-bbe7-c5dfeffff8b0,2024-03-16 16:08:00,user_0455,0.87,travel,0
0dcb1a12-6eea-45e4-9889-a27ba69ff363,2024-05-23 10:52:00,user_0069,240.64,restaurant,0
9516856a-c9ec-4764-98be-01a86349c471,2024-02-22 12:22:00,user_0144,64.54,grocery,0
71d15a55-b78d-4a51-8725-8a9d1a3a6bb5,2024-08-10 17:57:00,user_0133,213.81,restaurant,0
760f080b-5dab-4afa-8d39-4937a484ce96,2024-08-26 09:11:00,user_0009,34.58,electronics,0
a9a1d1fe-164b-4f0a-ab3a-2fda7bf3b753,2024-01-07 13:45:00,user_0653,161.31,entertainment,0
87db69ee-929e-4349-b766-596c75ec7515,2024-07-12 17:04:00,user_0029,138.01,gas_station,0
4a4604e3-bd99-450c-b215-50f4e314713d,2024-11-16 20:21:00,user_0500,69.65,grocery,0
3a4a22ae-0e1d-49e8-b88c-08c3ac2aad0e,2024-10-18 11:05:00,user_0252,341.5,pharmacy,0
2bf346d8-ffc5-42da-b980-196d2393ad11,2024-03-31 14:09:00,user_0858,37.98,restaurant,0
108e50f4-ec5a-4985-8ad5-70cdb0775d6b,2024-08-29 20:27:00,user_0638,54.28,electronics,0
b46595d8-3744-443a-83fb-8665635e4191,2024-01-01 16:02:00,user_0973,116.6,travel,0
2e1073b5-e66b-4917-8520-866f51bf970b,2024-11-07 08:32:00,user_0934,37.58,gas_station,0
2e8637ad-f10d-4509-83af-33a7d5c666f9,2024-11-12 20:46:00,user_0149,0.98,entertainment,0
f3fa81e8-aabc-4c9e-9118-a6061b9598fd,2024-06-12 12:34:00,user_0659,396.55,travel,0
6cec1208-deb7-46b7-b316-cb2acc41c43f,2024-01-14 08:14:00,user_0415,14.54,grocery,0
78513a4a-3a07-4b23-afc9-450e45517d8a,2024-01-12 14:09:00,user_0736,70.23,entertainment,0
468f57a1-6373-44fb-8eb2-66aa1061664d,2024-01-08 19:57:00,user_0348,48.65,travel,0
ea06095a-7ca6-47d2-a7b3-20778322fe46,2024-01-28 09:27:00,user_0869,34.88,grocery,0
048d508a-8de6-4e52-9325-45c11d3bd7e2,2024-07-19 08:32:00,user_0724,48.3,gas_station,0
4bb91d33-356f-482d-aaea-43eca2edc64f,2024-02-04 21:05:00,user_0594,14.2,restaurant,0
b95dc181-2b0e-4cd6-961d-95fb2001c6d7,2024-01-10 09:55:00,user_0798,76.03,electronics,0
cb09f940-98fe-4b0b-85ab-9130648c1360,2024-10-15 15:53:00,user_0065,14.41,electronics,0
daf69fd6-e9a2-49ea-9119-786cfb96fd9a,2024-10-08 12:24:00,user_0854,13.04,restaurant,0
153468c4-b10d-4ba5-afec-4aeaf28cb300,2024-04-14 09:34:00,user_0511,145.78,grocery,0
62fcd7f3-ce72-41e6-8bf1-8139e1a20aa1,2024-07-15 04:30:00,user_0645,839.12,online_retail,1
339cbd9b-b4e3-46c7-bf14-aaca5e4c73d2,2024-06-13 12:09:00,user_0458,70.39,restaurant,0
4292650b-1f7c-4ebe-bf43-f3ed33886e2f,2024-01-01 21:50:00,user_0685,47.91,gas_station,0
26843558-18b0-4235-b6db-8e2ea618fc47,2024-10-14 15:33:00,user_0348,168.44,pharmacy,0
4e520a27-593c-4359-83ea-ead067f87347,2024-04-27 09:02:00,user_0891,89.08,electronics,0
5c09b037-ce45-4efb-88eb-61b069a34fc3,2024-08-09 12:58:00,user_0825,64.22,grocery,0
938306ea-07ec-4fb2-85cc-18dddb411d73,2024-12-06 12:13:00,user_0578,2.34,restaurant,0
d4345d60-0eb4-472a-97fb-509482d83951,2024-08-13 19:37:00,user_0306,11.73,electronics,0
f51b387b-adfe-4845-9573-ce3bb9d2a2e5,2024-11-03 10:56:00,user_0166,64.74,grocery,0
50676b6f-2928-4fb4-90a1-91d50df6de85,2024-04-15 14:50:00,user_0081,40.41,gas_station,0
6ead4906-c776-4367-bce6-810f3a962ea2,2024-11-25 08:16:00,user_0508,49.2,travel,0
b6f646c5-ac6b-4d4a-9a16-9c24b84229e1,2024-07-23 12:42:00,user_0043,313.09,entertainment,0
fcd69d7c-6535-4ace-a800-69ff4e0a4039,2024-07-01 14:15:00,user_0095,61.65,restaurant,0
5a96db07-869c-4b4a-ae5b-3a4b199da32c,2024-07-02 15:24:00,user_0195,81.93,entertainment,0
fe42b8ef-3586-4ff3-a304-fde42285ae17,2024-03-01 09:57:00,user_0051,88.1,restaurant,0
369bb907-3714-4d1b-bdcd-156e684c7884,2024-11-12 17:21:00,user_0405,33.86,online_retail,0
686aadb8-2e3d-4b83-bd9b-6917a3e29bd1,2024-02-15 17:33:00,user_0945,49.41,online_retail,0
81207b95-7ac3-4d52-a4bf-242cd78316ed,2024-09-05 17:46:00,user_0121,31.04,online_retail,0
5170edd1-c312-46e4-8cc8-52aaddbe36c4,2024-12-02 20:25:00,user_0804,165.45,grocery,0
e672198b-df66-4abf-b065-aefc4f05012c,2024-07-25 11:46:00,user_0639,72.76,entertainment,0
1ea06915-6397-48cc-aa14-c1394e01cace,2024-03-18 14:23:00,user_0386,77.04,gas_station,0
63ab666a-e0f9-4042-8c55-a71eacab10f9,2024-01-07 10:02:00,user_0623,12.79,pharmacy,0
257fc4ac-917b-4c93-b25f-40a734ac1fb0,2024-09-30 20:57:00,user_0806,60.76,restaurant,0
0a16d225-da37-4634-b05f-91ce55292167,2024-01-28 14:09:00,user_0039,8.86,grocery,0
9e52e20e-6121-426c-8e97-c8d21707de91,2024-10-26 21:24:00,user_0145,7.47,gas_station,0
c6a56b12-8688-4e93-b646-13ba6b87c5b4,2024-08-20 10:44:00,user_0146,90.93,pharmacy,0
0f2c7f89-c695-4dae-a111-efd0e0d5ac1e,2024-08-23 15:18:00,user_0554,106.79,grocery,0
1960ba2f-fa39-4615-83a8-f2a090815962,2024-11-10 09:44:00,user_0966,183.93,gas_station,0
d256ca80-f7e9-4afc-9484-02e0818f7188,2024-07-16 12:05:00,user_0503,0.61,entertainment,0
ae51f48b-8704-4a5a-a242-3926bd8d8e5f,2024-12-15 21:30:00,user_0664,16.52,pharmacy,0
fa0246f6-c51a-45f3-9a93-b539ffa21ae0,2024-08-16 15:35:00,user_0920,4.24,pharmacy,0
957f2f69-69ab-4169-8a82-5d648da263f0,2024-01-04 18:14:00,user_0646,68.64,online_retail,0
dc0c89a3-bc3a-474a-9d31-7e3353c98810,2024-03-02 10:56:00,user_0194,14.99,pharmacy,0
2f493b7a-e1a3-4d8d-8c19-2e2b941f0c49,2024-10-26 20:04:00,user_0326,51.8,electronics,0
37213164-d0a6-4d80-a3b9-fd8ab2025794,2024-01-20 08:48:00,user_0140,44.33,pharmacy,0
5af538c4-6a58-462f-9686-825eae8aa660,2024-10-19 13:10:00,user_0511,116.81,travel,0
f9b20f65-ab9b-4d52-abaf-8ed5b29af9a6,2024-06-26 13:55:00,user_0010,72.09,gas_station,0
df0695e4-67f8-40cd-975b-03e8c29cd565,2024-06-16 20:01:00,user_0596,368.1,grocery,0
fe1a6c37-d3ca-44a4-806b-9c7f26486f6b,2024-02-07 16:54:00,user_0419,0.22,online_retail,0
69260312-3e0b-4349-9f4a-51fb9ecacd9e,2024-08-23 19:49:00,user_0334,152.16,gas_station,0
ad2ab4e8-5853-4290-a5a2-0952dfbec8dc,2024-02-04 19:00:00,user_0296,222.89,entertainment,0
94eab340-180a-499e-bd4d-1e538eb4e85f,2024-09-23 15:40:00,user_0229,147.53,online_retail,0
db82532a-6ed5-4ffb-a944-89ba3cb47ba0,2024-01-05 12:18:00,user_0379,139.5,online_retail,0
23366be2-635f-43f3-ab55-6379eb2fa182,2024-02-11 20:24:00,user_0402,35.56,entertainment,0
1d0c5092-3f32-4909-9bcd-e50d7fd9433a,2024-05-04 10:37:00,user_0865,100.08,pharmacy,0
4df525a9-6918-4642-adb3-88d4a08c3be8,2024-08-12 08:46:00,user_0503,68.92,electronics,0
ac046734-994f-46a5-b4d0-d37d13d9236f,2024-02-08 10:50:00,user_0198,189.56,online_retail,0
bbde9367-53e7-4e6c-9ad1-255761d87462,2024-01-15 17:46:00,user_0669,104.91,grocery,0
91454059-4cc3-45d3-b09e-6469f18433a5,2024-06-05 11:37:00,user_0441,179.46,grocery,0
3ef0b644-de74-4ad8-ab9e-cb279c79665b,2024-09-10 08:03:00,user_0598,120.61,electronics,0
bfe8c947-257a-47da-b295-44f96c584262,2024-04-27 08:37:00,user_0909,167.49,pharmacy,0
80db1df1-ba22-4c6d-8efd-53fffe77e382,2024-07-02 11:14:00,user_0157,48.85,entertainment,0
6d9fa5b7-88b9-4f08-aa45-b4a1feb27247,2024-06-21 19:01:00,user_0411,20.83,pharmacy,0
cc860ee4-cdfe-4041-bc23-cdf8390e256a,2024-10-25 17:26:00,user_0069,66.69,travel,0
b59a2285-39a4-4459-ab5b-9f0ba965d747,2024-05-13 13:07:00,user_0023,191.27,pharmacy,0
fc15e778-2837-4a25-9bed-1ed7a65f37dc,2024-05-20 17:39:00,user_0958,76.35,electronics,0
ff637c1f-21de-4831-9162-7101113e2bac,2024-06-19 19:11:00,user_0356,1.46,entertainment,0
cd35a903-bd67-47c5-a35a-d4c287d8a30b,2024-05-06 15:41:00,user_0604,204.6,pharmacy,0
0457cda7-935a-4839-8c7d-6f4e699cbf5f,2024-10-22 20:40:00,user_0726,44.15,restaurant,0
4c52ef0f-9a52-495b-8925-df9f8c955901,2024-12-11 12:45:00,user_0420,9.61,online_retail,0
0e72f0cb-4957-4b3b-a7da-90823bbb2281,2024-02-24 13:50:00,user_0936,32.29,pharmacy,0
81b8b6e8-5976-4d4c-82c3-95f02e0ea22f,2024-07-20 16:51:00,user_0313,4.51,gas_station,0
799cd99f-76f9-4016-9d8e-38c06386cc96,2024-01-25 11:25:00,user_0075,9.71,online_retail,0
4e95bf85-2383-40a8-b913-b07dfee439a2,2024-12-12 09:16:00,user_0640,34.09,restaurant,0
d219e75f-22f5-4e16-a35d-23be40e2c6ee,2024-05-31 13:24:00,user_0967,195.12,travel,0
573d6b0f-c5d5-497c-ba41-e26cb56709eb,2024-10-11 08:42:00,user_0662,197.06,electronics,0
a705bc21-b122-4e17-8a48-6d44ae4a8a1b,2024-12-02 03:19:00,user_0361,3485.92,grocery,1
e80f9ee6-881a-4b30-a3ac-9f0cefa652e6,2024-12-25 20:48:00,user_0327,157.65,grocery,0
ac6872ac-53b7-48cb-9e95-d8d6721700ae,2024-07-29 10:31:00,user_0670,40.51,gas_station,0
a1f12a9c-682c-4e1b-8597-c817eb035bbc,2024-01-19 15:17:00,user_0769,37.95,online_retail,0
62506bc4-7b2c-4d22-a6e0-41ef196c63e7,2024-04-22 13:49:00,user_0222,60.0,online_retail,0
61c4729a-b2bb-4719-a2ad-835f8122c2c9,2024-02-24 15:38:00,user_0643,8.69,entertainment,0
26f1f020-0d03-499f-83e0-d87591afa074,2024-03-27 09:54:00,user_0476,182.18,entertainment,0
90a3d16b-baaf-44a3-8287-e4553a8ed168,2024-11-08 08:54:00,user_0835,86.05,entertainment,0
344a2ff5-f2e6-4728-a9ae-820029d9bc34,2024-02-23 15:56:00,user_0239,56.34,gas_station,0
5f6fdf48-2558-4140-a92a-2e02839c3a6f,2024-10-17 15:31:00,user_0088,84.62,online_retail,0
34b87981-fc7d-454b-bf03-af0c4f509ee5,2024-06-13 11:53:00,user_0469,131.54,online_retail,0
c6a3baa3-fd16-48b7-af6d-96501235dafa,2024-11-25 14:06:00,user_0673,181.33,pharmacy,0
9f9f3bab-7fe7-4d16-acdd-9a12cb7be985,2024-02-05 10:28:00,user_0700,10.48,electronics,0
d004b8ba-90c2-4bce-b0eb-d8a88c65eff2,2024-01-11 11:41:00,user_0386,136.06,restaurant,0
f53720db-0c6d-43fc-8956-f0567729d428,2024-10-19 12:37:00,user_0256,24.96,online_retail,0
07ed7d9e-e5ea-4285-beec-bd033b0b24f7,2024-12-07 10:43:00,user_0280,157.9,grocery,0
0fa0384d-7075-4e5a-8d8b-7e02b2beadb8,2024-08-02 21:31:00,user_0721,53.47,electronics,0
30850ec9-74e8-4662-91d8-ebcfd64aab40,2024-08-24 15:24:00,user_0359,25.03,grocery,0
8e64a4a8-ecb3-4b92-969d-f263f5d5db80,2024-06-02 11:57:00,user_0029,144.11,gas_station,0
8a7c4cc3-450f-4742-a38b-797348bc76e3,2024-05-25 13:20:00,user_0042,91.95,travel,0
6ae51cb3-4fb8-4fcb-b809-5a2c07445198,2024-06-01 12:37:00,user_0378,5.56,travel,0
94c1e2ea-ad80-422b-8b04-e3a2f579ea9e,2024-01-27 12:56:00,user_0287,0.88,online_retail,0
81065f29-eaaf-487e-abd8-e77236215fae,2024-11-04 20:06:00,user_0906,23.09,gas_station,0
9e74fbc0-c8f3-4979-91c0-8ebdfec84c43,2024-05-01 21:45:00,user_0576,41.45,electronics,0
c00d26ee-d388-4f70-8bf1-e1e1c15450c6,2024-06-29 10:35:00,user_0371,107.16,electronics,0
b507db4f-d9bc-4232-b03f-102061a371f8,2024-06-12 18:48:00,user_0187,145.16,pharmacy,0
a8048c9d-67c0-43d8-9afb-4bf47ef85652,2024-04-20 14:23:00,user_0758,238.56,online_retail,0
7464a6a5-90f4-41a2-a09b-417accdfdb6a,2024-08-26 11:19:00,user_0467,19.36,restaurant,0
ff84761c-75fc-4272-a4b2-e1fa7ad6231a,2024-12-30 18:42:00,user_0482,149.88,grocery,0
35caaadd-24f9-41ae-b64a-47c0690000d6,2024-10-22 16:16:00,user_0641,9.02,grocery,0
840fb26e-63a0-425e-a2dc-7ebd46de0936,2024-02-08 16:34:00,user_0131,72.96,electronics,0
8a9c07f7-e12d-43a2-94d1-f957ada8902f,2024-04-11 21:33:00,user_0524,94.92,restaurant,0
46d8a949-3a2b-4f36-85c4-c4274601e1a3,2024-01-17 08:09:00,user_0569,131.78,pharmacy,0
2fb6d881-0758-4dd4-bfbb-b65fe6edf32b,2024-12-04 15:07:00,user_0991,7.26,gas_station,0
e1b74372-f34b-4fc4-beb0-b17bbde9f284,2024-07-18 13:24:00,user_0466,103.02,grocery,0
0395f7ee-dc05-4267-87f9-7b0d2c24f318,2024-12-30 16:25:00,user_0047,94.52,entertainment,0
32358d0f-d62e-4e4c-a0e6-aaef36527715,2024-10-08 14:20:00,user_0086,207.49,electronics,0
bf70543f-4e75-4b63-98ef-ed4795ec54ee,2024-05-16 14:50:00,user_0688,10.27,entertainment,0
2015a87b-7c3d-488e-8b6f-88c4e70c4336,2024-08-10 09:29:00,user_0372,230.97,pharmacy,0
5bc7f38c-a47a-4191-9e23-244803695fce,2024-09-29 14:13:00,user_0159,59.12,entertainment,0
b2a36760-01c9-4983-adcb-82a002a7d4b4,2024-05-10 09:36:00,user_0171,10.28,entertainment,0
3b4e405c-d282-4389-a988-b7f670a99024,2024-01-15 14:55:00,user_0497,41.47,travel,0
029c05b6-69a1-455d-9403-e8ceca2a3bc7,2024-06-09 09:15:00,user_0493,30.71,electronics,0
74cf4f6d-cf40-4ffd-98bb-51176799f31a,2024-06-18 10:33:00,user_0414,43.23,restaurant,0
eff79f55-07ff-4b26-b082-1248c5831365,2024-02-08 10:45:00,user_0029,60.22,online_retail,0
5643e39b-9599-4d54-9c96-61cdfa66e462,2024-07-03 19:15:00,user_0440,3.07,travel,0
62500ab2-2592-4e55-9f85-93cba9ac67e4,2024-12-24 16:19:00,user_0389,116.98,grocery,0
b44bad31-86e5-4d16-bfb2-16332563e80d,2024-06-06 21:49:00,user_0324,9.37,electronics,0
bda632f9-ba7f-42e7-8f7c-b1a74cd54faa,2024-03-13 08:14:00,user_0817,3.44,grocery,0
87d26619-c2fd-4b09-8a9d-da58c885e08f,2024-10-19 17:36:00,user_0939,19.7,travel,0
a6e58b75-a079-49df-9324-8e3ae9bee186,2024-12-09 21:10:00,user_0062,169.04,gas_station,0
e43235e2-00cc-4652-9cba-849e326e8d21,2024-02-28 11:07:00,user_0660,108.8,gas_station,0
f0ebd9ca-ac52-4b22-8042-62202d148bcb,2024-11-25 20:42:00,user_0226,74.87,grocery,0
a4e10fcc-d281-4066-9b1a-ea40fc035a37,2024-09-18 10:04:00,user_0773,16.51,online_retail,0
855ae132-3297-4712-99bc-c317fbd044d1,2024-01-20 10:57:00,user_0753,172.19,gas_station,0
eba64cfa-f04c-4cca-a985-786ec2158308,2024-03-02 09:16:00,user_0216,57.93,restaurant,0
741456b6-9c4a-419d-a1be-5cb81efa27aa,2024-03-29 15:08:00,user_0580,20.33,online_retail,0
a7a8e9f2-5593-4189-b3ca-e2a79949d679,2024-11-18 15:58:00,user_0988,48.92,gas_station,0
1a7a3dcd-4cc2-4186-a553-59d1f6bdff4e,2024-06-18 19:08:00,user_0463,249.25,entertainment,0
888c776a-a7d6-47f7-aa6f-0207106bcfad,2024-05-03 09:14:00,user_0038,106.31,entertainment,0
14066203-a6b0-4dd7-af00-0aea1377bc74,2024-02-06 09:59:00,user_0688,4.0,gas_station,0
a70cf165-e388-41b4-9a15-48c0b5141419,2024-02-09 09:44:00,user_0224,381.18,online_retail,0
fc2c5ee3-16bf-429a-99e1-87e83a8556c6,2024-02-09 15:33:00,user_0040,139.29,restaurant,0
e02a22ce-a4d6-4649-9c51-e038ec3ea573,2024-05-26 15:15:00,user_0168,105.91,travel,0
b75bbc25-1172-491a-8de5-c332e7670fe6,2024-09-25 16:42:00,user_0557,161.57,grocery,0
fa7ef24f-7e64-492b-9fc7-3e3808b3de40,2024-07-06 18:06:00,user_0133,8.95,restaurant,0
c0978feb-1e88-4347-ac34-ab8b65def1b0,2024-06-08 14:42:00,user_0437,50.11,online_retail,0
6ba82981-1d84-4fbf-88f8-4c0db2f260b7,2024-07-24 09:12:00,user_0989,0.09,travel,0
28595f5f-176a-4acc-b916-17083286344b,2024-06-03 02:48:00,user_0233,1791.67,grocery,1
db2305b9-bc5c-4c11-8f54-3839c125a184,2024-12-30 15:34:00,user_0326,37.82,restaurant,0
48cce49d-edd0-402c-8aa8-5905d5fbb75b,2024-11-14 09:27:00,user_0572,62.34,pharmacy,0
85cb3ee3-180d-40ff-b4ab-e244b51421e6,2024-12-17 11:35:00,user_0242,8.65,travel,0
9ff3f4de-31b6-410c-8e93-c0e483c8f78e,2024-07-11 13:21:00,user_0474,98.53,entertainment,0
62a0160e-0859-4df7-92fa-71f9091d6195,2024-07-22 20:35:00,user_0763,164.17,restaurant,0
